Ron_ohm,ODT_ohm,trace_length_mm,C_decap_nF,overshoot_pct,undershoot_pct,prop_delay_ps,eye_height_mV,SSN_mV,transition_pp_mV,setup_margin_ps,rise_time_ps,analysis_pass
38.0,60.0,10.0,470.0,0.0,11.3807,66.9401,284.8418,65.9281,210.7573,56.2709,43.7082,1
38.0,60.0,10.0,4700.0,0.0,11.3815,66.9385,284.8508,65.9281,210.7585,56.2707,43.7087,1
38.0,60.0,10.0,680.0,0.0,11.3809,66.9395,284.8449,65.9281,210.7577,56.2708,43.7084,1
38.0,60.0,15.0,100.0,0.0,10.1164,96.5,261.7372,71.9614,212.0405,56.8196,42.6108,1
38.0,60.0,15.0,1000.0,0.0,10.1202,96.4943,261.7818,71.9618,212.0461,56.8185,42.613,1
38.0,60.0,15.0,220.0,0.0,10.1187,96.4966,261.7642,71.9617,212.0439,56.8189,42.6121,1
38.0,60.0,15.0,2200.0,0.0,10.1204,96.494,261.7845,71.9618,212.0465,56.8184,42.6132,1
38.0,60.0,15.0,47.0,0.0,10.1116,96.507,261.6816,71.9611,212.0334,56.821,42.608,1
38.0,60.0,15.0,470.0,0.0,10.1197,96.495,261.7762,71.9617,212.0454,56.8186,42.6127,1
38.0,60.0,15.0,4700.0,0.0,10.1205,96.4938,261.7857,71.9618,212.0466,56.8184,42.6132,1
38.0,60.0,15.0,680.0,0.0,10.12,96.4946,261.7795,71.9618,212.0458,56.8185,42.6129,1
38.0,60.0,20.0,100.0,0.0,10.6669,122.1514,278.8815,68.7856,213.3743,56.1965,43.8569,1
38.0,60.0,20.0,1000.0,0.0,10.6756,122.1209,279.0588,68.7856,213.38,56.2018,43.8465,1
38.0,60.0,20.0,220.0,0.0,10.6717,122.1332,278.987,68.7856,213.3777,56.2,43.85,1
38.0,60.0,20.0,2200.0,0.0,10.6762,122.1199,279.0643,68.7856,213.3803,56.2016,43.8468,1
38.0,60.0,20.0,47.0,0.0,10.6571,122.1891,278.662,72.669,213.3672,56.1894,43.8712,1
38.0,60.0,20.0,470.0,0.0,10.6743,122.1247,279.0364,68.7856,213.3793,56.2013,43.8475,1
38.0,60.0,20.0,4700.0,0.0,10.6764,122.1195,279.0668,68.7856,213.3805,56.2015,43.847,1
38.0,60.0,20.0,680.0,0.0,10.675,122.1224,279.0499,68.7856,213.3797,56.2016,43.8468,1
38.0,60.0,25.0,100.0,0.0,11.1634,150.8619,279.3758,70.5827,215.3166,55.8522,44.5457,1
38.0,60.0,25.0,1000.0,0.0,11.1692,150.8514,279.4455,70.5825,215.3223,55.8507,44.5487,1
38.0,60.0,25.0,220.0,0.0,11.1669,150.8555,279.418,70.5826,215.3201,55.8512,44.5475,1
38.0,60.0,25.0,2200.0,0.0,11.1695,150.8507,279.4497,70.5825,215.3227,55.8506,44.5489,1
38.0,60.0,25.0,47.0,0.0,11.1421,150.9147,279.0412,70.8729,215.3094,55.8546,44.5408,1
38.0,60.0,25.0,470.0,0.0,11.1685,150.8527,279.4367,70.5826,215.3216,55.8508,44.5483,1
38.0,60.0,25.0,4700.0,0.0,11.1697,150.8504,279.4515,70.5825,215.3228,55.8505,44.549,1
38.0,60.0,25.0,680.0,0.0,11.1689,150.8519,279.4418,70.5826,215.322,55.8507,44.5485,1
38.0,60.0,5.0,100.0,0.0,10.4592,40.7662,266.1683,76.3533,212.6941,56.2156,43.8189,1
38.0,60.0,5.0,1000.0,0.0,10.463,40.7574,266.2253,76.3535,212.6998,56.2153,43.8194,1
38.0,60.0,5.0,220.0,0.0,10.4615,40.7609,266.2029,76.3534,212.6976,56.2154,43.8192,1
38.0,60.0,5.0,2200.0,0.0,10.4633,40.7569,266.2288,76.3535,212.7002,56.2153,43.8195,1
38.0,60.0,5.0,47.0,0.0,10.4544,40.7868,266.0337,76.3531,212.687,56.2125,43.8251,1
38.0,60.0,5.0,470.0,0.0,10.4625,40.7585,266.2182,76.3535,212.6991,56.2153,43.8194,1
38.0,60.0,5.0,4700.0,0.0,10.4634,40.7567,266.2303,76.3535,212.7003,56.2153,43.8195,1
38.0,60.0,5.0,680.0,0.0,10.4628,40.7579,266.2223,76.3535,212.6995,56.2153,43.8194,1
38.0,80.0,10.0,100.0,0.0,16.9971,67.9895,296.3936,80.106,231.9951,56.042,44.1661,1
38.0,80.0,10.0,1000.0,0.0,17.001,67.9837,296.4379,80.1061,232.0012,56.0409,44.1681,1
38.0,80.0,10.0,220.0,0.0,16.9995,67.986,296.4208,80.106,231.9988,56.0413,44.1673,1
38.0,80.0,10.0,2200.0,0.0,17.0013,67.9834,296.4406,80.1061,232.0016,56.0409,44.1683,1
38.0,80.0,10.0,47.0,0.0,16.9922,67.9968,296.3374,80.1059,231.9873,56.0433,44.1635,1
38.0,80.0,10.0,470.0,0.0,17.0005,67.9844,296.4325,80.106,232.0005,56.0411,44.1679,1
38.0,80.0,10.0,4700.0,0.0,17.0014,67.9833,296.4418,80.1061,232.0018,56.0408,44.1683,1
38.0,80.0,10.0,680.0,0.0,17.0008,67.984,296.4356,80.106,232.0009,56.041,44.168,1
38.0,80.0,15.0,100.0,0.0,15.7038,97.3556,269.9824,87.3244,233.3052,56.5724,43.1052,1
38.0,80.0,15.0,1000.0,0.0,15.7077,97.3501,270.0352,87.3249,233.3114,56.5715,43.107,1
38.0,80.0,15.0,220.0,0.0,15.7061,97.3523,270.0144,87.3247,233.3089,56.5718,43.1063,1
38.0,80.0,15.0,2200.0,0.0,15.7079,97.3498,270.0384,87.3249,233.3118,56.5714,43.1072,1
38.0,80.0,15.0,47.0,0.0,15.699,97.3625,269.9164,87.3238,233.2974,56.5736,43.1029,1
38.0,80.0,15.0,470.0,0.0,15.7072,97.3508,270.0286,87.3248,233.3106,56.5716,43.1068,1
38.0,80.0,15.0,4700.0,0.0,15.708,97.3496,270.0398,87.3249,233.3119,56.5714,43.1072,1
38.0,80.0,15.0,680.0,0.0,15.7075,97.3504,270.0324,87.3248,233.3111,56.5715,43.1069,1
38.0,80.0,20.0,100.0,0.0,16.2879,122.8487,292.137,83.7585,234.615,55.9968,44.2564,1
38.0,80.0,20.0,1000.0,0.0,16.2958,122.8231,292.3268,83.7586,234.6213,55.9999,44.2502,1
38.0,80.0,20.0,220.0,0.0,16.2927,122.8308,292.2689,83.7585,234.6188,55.9996,44.2508,1
38.0,80.0,20.0,2200.0,0.0,16.2963,122.8222,292.3337,83.7586,234.6217,55.9998,44.2503,1
38.0,80.0,20.0,47.0,0.0,16.2779,122.886,291.8634,83.7583,234.6072,55.9911,44.2678,1
38.0,80.0,20.0,470.0,0.0,16.2948,122.8249,292.3124,83.7586,234.6205,56.0,44.25,1
38.0,80.0,20.0,4700.0,0.0,16.2965,122.8218,292.3368,83.7586,234.6218,55.9998,44.2504,1
38.0,80.0,20.0,680.0,0.0,16.2954,122.8238,292.3208,83.7586,234.621,55.9999,44.2501,1
38.0,80.0,25.0,100.0,0.0,16.6254,151.9743,289.0994,85.5494,236.5279,55.754,44.7421,1
38.0,80.0,25.0,1000.0,0.0,16.6313,151.9658,289.1711,85.5496,236.5343,55.7526,44.7449,1
38.0,80.0,25.0,220.0,0.0,16.629,151.9691,289.1429,85.5495,236.5318,55.7531,44.7438,1
38.0,80.0,25.0,2200.0,0.0,16.6316,151.9653,289.1754,85.5496,236.5346,55.7525,44.7451,1
38.0,80.0,25.0,47.0,0.0,16.6181,151.9851,289.0097,85.5492,236.52,55.7557,44.7385,1
38.0,80.0,25.0,470.0,0.0,16.6305,151.9668,289.1621,85.5496,236.5335,55.7527,44.7445,1
38.0,80.0,25.0,4700.0,0.0,16.6318,151.965,289.1773,85.5496,236.5348,55.7524,44.7451,1
38.0,80.0,25.0,680.0,0.0,16.631,151.9662,289.1673,85.5496,236.5339,55.7526,44.7447,1
38.0,80.0,5.0,100.0,0.0,16.127,41.6135,275.247,91.7157,233.7629,55.9453,44.3595,1
38.0,80.0,5.0,1000.0,0.0,16.1309,41.6064,275.3057,91.716,233.7692,55.9449,44.3602,1
38.0,80.0,5.0,220.0,0.0,16.1293,41.6092,275.2826,91.7159,233.7667,55.945,44.3599,1
38.0,80.0,5.0,2200.0,0.0,16.1311,41.6059,275.3093,91.7161,233.7696,55.9449,44.3602,1
38.0,80.0,5.0,47.0,0.0,16.122,41.6224,275.1735,91.7152,233.755,55.9457,44.3586,1
38.0,80.0,5.0,470.0,0.0,16.1304,41.6073,275.2983,91.716,233.7684,55.9449,44.3601,1
38.0,80.0,5.0,4700.0,0.0,16.1312,41.6058,275.3108,91.7161,233.7697,55.9449,44.3603,1
38.0,80.0,5.0,680.0,0.0,16.1307,41.6068,275.3026,91.716,233.7688,55.9449,44.3602,1
40.0,120.0,10.0,100.0,0.0,22.0904,69.0061,292.9179,95.869,249.2172,55.8846,44.4808,1
40.0,120.0,10.0,1000.0,0.0,22.0943,69.001,292.9674,95.8693,249.2239,55.8836,44.4828,1
40.0,120.0,10.0,220.0,0.0,22.0928,69.003,292.9478,95.8692,249.2213,55.884,44.482,1
40.0,120.0,10.0,2200.0,0.0,22.0945,69.0007,292.9704,95.8694,249.2243,55.8836,44.4829,1
40.0,120.0,10.0,47.0,0.0,22.0855,69.0125,292.8558,95.8686,249.2089,55.8858,44.4784,1
40.0,120.0,10.0,470.0,0.0,22.0938,69.0016,292.9612,95.8693,249.2231,55.8837,44.4825,1
40.0,120.0,10.0,4700.0,0.0,22.0946,69.0006,292.9717,95.8694,249.2245,55.8835,44.483,1
40.0,120.0,10.0,680.0,0.0,22.0941,69.0013,292.9648,95.8693,249.2235,55.8837,44.4827,1
40.0,120.0,15.0,100.0,0.0,21.4723,98.0886,272.8755,97.5836,250.4875,56.1302,43.9895,1
40.0,120.0,15.0,1000.0,0.0,21.4762,98.0839,272.9314,97.5842,250.4942,56.1294,43.9913,1
40.0,120.0,15.0,220.0,0.0,21.4747,98.0858,272.9094,97.5839,250.4916,56.1297,43.9906,1
40.0,120.0,15.0,2200.0,0.0,21.4764,98.0836,272.9347,97.5842,250.4946,56.1293,43.9914,1
40.0,120.0,15.0,47.0,0.0,21.4674,98.0946,272.8055,97.5828,250.4791,56.1314,43.9873,1
40.0,120.0,15.0,470.0,0.0,21.4757,98.0845,272.9244,97.5841,250.4934,56.1295,43.9911,1
40.0,120.0,15.0,4700.0,0.0,21.4766,98.0835,272.9363,97.5842,250.4948,56.1293,43.9914,1
40.0,120.0,15.0,680.0,0.0,21.476,98.0841,272.9284,97.5842,250.4939,56.1294,43.9912,1
40.0,120.0,20.0,100.0,0.0,21.5234,123.2663,298.5048,96.7805,251.7888,56.0518,44.1464,1
40.0,120.0,20.0,1000.0,0.0,21.5273,123.2511,298.6438,96.7809,251.7955,56.0549,44.1402,1
40.0,120.0,20.0,220.0,0.0,21.5257,123.255,298.6064,96.7807,251.7929,56.0545,44.141,1
40.0,120.0,20.0,2200.0,0.0,21.5275,123.2505,298.6496,96.7809,251.7959,56.0549,44.1401,1
40.0,120.0,20.0,47.0,0.0,21.5186,123.2936,298.2616,96.7801,251.7804,56.0447,44.1606,1
40.0,120.0,20.0,470.0,0.0,21.5268,123.2524,298.6319,96.7809,251.7947,56.0548,44.1405,1
40.0,120.0,20.0,4700.0,0.0,21.5276,123.2503,298.6521,96.7809,251.7961,56.055,44.14,1
40.0,120.0,20.0,680.0,0.0,21.5271,123.2517,298.6388,96.7809,251.7952,56.0548,44.1403,1
40.0,120.0,25.0,100.0,0.0,21.7665,152.7491,287.7758,100.273,248.0772,55.8766,44.4968,0
40.0,120.0,25.0,1000.0,0.0,21.7704,152.7422,287.8478,100.2735,248.0838,55.8763,44.4973,0
40.0,120.0,25.0,220.0,0.0,21.7689,152.7449,287.8195,100.2733,248.0812,55.8764,44.4971,0
40.0,120.0,25.0,2200.0,0.0,21.7706,152.7418,287.8522,100.2735,248.0842,55.8763,44.4974,0
40.0,120.0,25.0,47.0,0.0,21.7617,152.7578,287.6855,100.2725,248.0689,55.8769,44.4962,0
40.0,120.0,25.0,470.0,0.0,21.7699,152.743,287.8388,100.2734,248.083,55.8764,44.4973,0
40.0,120.0,25.0,4700.0,0.0,21.7707,152.7416,287.8541,100.2735,248.0844,55.8763,44.4974,0
40.0,120.0,25.0,680.0,0.0,21.7702,152.7425,287.8441,100.2734,248.0835,55.8763,44.4973,0
40.0,120.0,5.0,100.0,0.0,21.733,42.2155,278.8958,105.6016,246.3564,55.8326,44.5847,0
40.0,120.0,5.0,1000.0,0.0,21.7369,42.2084,278.9666,105.6022,246.363,55.8323,44.5854,0
40.0,120.0,5.0,220.0,0.0,21.7354,42.2112,278.9387,105.602,246.3604,55.8324,44.5852,0
40.0,120.0,5.0,2200.0,0.0,21.7372,42.2079,278.9709,105.6023,246.3634,55.8323,44.5855,0
40.0,120.0,5.0,47.0,0.0,21.7281,42.2245,278.807,105.6008,246.3481,55.8331,44.5839,0
40.0,120.0,5.0,470.0,0.0,21.7364,42.2093,278.9577,105.6021,246.3622,55.8323,44.5854,0
40.0,120.0,5.0,4700.0,0.0,21.7373,42.2077,278.9728,105.6023,246.3636,55.8322,44.5855,0
40.0,120.0,5.0,680.0,0.0,21.7367,42.2087,278.9629,105.6022,246.3626,55.8323,44.5854,0
40.0,40.0,10.0,100.0,0.0,0.9269,64.8172,249.4679,43.1993,169.627,56.7806,42.6888,1
40.0,40.0,10.0,1000.0,0.0,0.9303,64.8077,249.4997,43.1993,169.6316,56.7793,42.6913,1
40.0,40.0,10.0,220.0,0.0,0.929,64.8114,249.4873,43.1993,169.6298,56.7798,42.6903,1
40.0,40.0,10.0,2200.0,0.0,0.9305,64.8072,249.5016,43.1993,169.6318,56.7793,42.6915,1
40.0,40.0,10.0,47.0,0.0,0.9225,64.8575,249.3407,43.1993,169.6213,56.7747,42.7005,1
40.0,40.0,10.0,470.0,0.0,0.9299,64.8089,249.4958,43.1993,169.631,56.7795,42.691,1
40.0,40.0,10.0,4700.0,0.0,0.9306,64.8069,249.5025,43.1993,169.632,56.7792,42.6915,1
40.0,40.0,10.0,680.0,0.0,0.9302,64.8082,249.4981,43.1993,169.6313,56.7794,42.6912,1
40.0,40.0,15.0,100.0,0.0,0.3614,94.4643,238.0125,49.5211,170.8624,57.0719,42.1062,1
40.0,40.0,15.0,1000.0,0.0,0.3648,94.4557,238.0542,49.5213,170.8669,57.0707,42.1085,1
40.0,40.0,15.0,220.0,0.0,0.3634,94.4591,238.0378,49.5212,170.8651,57.0712,42.1076,1
40.0,40.0,15.0,2200.0,0.0,0.365,94.4552,238.0567,49.5213,170.8672,57.0707,42.1086,1
40.0,40.0,15.0,47.0,0.0,0.357,94.4751,237.9603,49.5209,170.8567,57.0733,42.1033,1
40.0,40.0,15.0,470.0,0.0,0.3644,94.4568,238.0489,49.5213,170.8664,57.0709,42.1082,1
40.0,40.0,15.0,4700.0,0.0,0.3651,94.455,238.0578,49.5213,170.8673,57.0706,42.1087,1
40.0,40.0,15.0,680.0,0.0,0.3646,94.4562,238.052,49.5213,170.8667,57.0708,42.1084,1
40.0,40.0,20.0,100.0,0.0,0.5637,120.2697,246.6467,46.881,172.1112,56.8045,42.641,1
40.0,40.0,20.0,1000.0,0.0,0.5724,120.2189,246.8303,46.8811,172.1158,56.8095,42.6309,1
40.0,40.0,20.0,220.0,0.0,0.5687,120.2406,246.7521,46.8811,172.114,56.8077,42.6345,1
40.0,40.0,20.0,2200.0,0.0,0.573,120.215,246.8441,46.8811,172.1161,56.8098,42.6304,1
40.0,40.0,20.0,47.0,0.0,0.5545,120.3281,246.4351,46.881,172.1054,56.7971,42.6558,1
40.0,40.0,20.0,470.0,0.0,0.5713,120.2269,246.8016,46.8811,172.1152,56.809,42.632,1
40.0,40.0,20.0,4700.0,0.0,0.5733,120.2133,246.8503,46.8811,172.1162,56.8099,42.6301,1
40.0,40.0,20.0,680.0,0.0,0.5719,120.2222,246.8183,46.8811,172.1155,56.8093,42.6314,1
40.0,40.0,25.0,100.0,0.0,0.8675,148.5438,247.4703,46.5809,173.9481,56.5135,43.223,1
40.0,40.0,25.0,1000.0,0.0,0.8729,148.5263,247.5377,46.581,173.9527,56.5119,43.2263,1
40.0,40.0,25.0,220.0,0.0,0.8708,148.5331,247.5114,46.581,173.9509,56.5125,43.225,1
40.0,40.0,25.0,2200.0,0.0,0.8733,148.5253,247.5417,46.581,173.953,56.5118,43.2265,1
40.0,40.0,25.0,47.0,0.0,0.8608,148.5658,247.3854,46.5809,173.9423,56.5154,43.2192,1
40.0,40.0,25.0,470.0,0.0,0.8723,148.5285,247.5294,46.581,173.9522,56.5121,43.2259,1
40.0,40.0,25.0,4700.0,0.0,0.8734,148.5248,247.5435,46.581,173.9531,56.5117,43.2266,1
40.0,40.0,25.0,680.0,0.0,0.8727,148.5272,247.5342,46.581,173.9525,56.5119,43.2261,1
40.0,40.0,5.0,100.0,0.0,0.4824,38.7707,240.3958,50.5476,172.4657,56.7737,42.7027,1
40.0,40.0,5.0,1000.0,0.0,0.4859,38.7211,240.5898,50.5477,172.4703,56.7821,42.6858,1
40.0,40.0,5.0,220.0,0.0,0.4845,38.739,240.5196,50.5476,172.4685,56.7792,42.6917,1
40.0,40.0,5.0,2200.0,0.0,0.4861,38.7202,240.593,50.5477,172.4706,56.7821,42.6858,1
40.0,40.0,5.0,47.0,0.0,0.478,38.8363,240.139,50.5475,172.4599,56.7623,42.7253,1
40.0,40.0,5.0,470.0,0.0,0.4854,38.725,240.5745,50.5477,172.4697,56.7816,42.6868,1
40.0,40.0,5.0,4700.0,0.0,0.4862,38.7199,240.5944,50.5477,172.4707,56.7821,42.6859,1
40.0,40.0,5.0,680.0,0.0,0.4857,38.7218,240.587,50.5477,172.47,56.7821,42.6858,1
40.0,48.0,10.0,100.0,0.0,4.9776,65.8653,262.387,53.0886,186.7578,56.5506,43.1487,1
40.0,48.0,10.0,1000.0,0.0,4.9812,65.8555,262.43,53.0886,186.7628,56.5494,43.1512,1
40.0,48.0,10.0,220.0,0.0,4.9798,65.8593,262.4133,53.0886,186.7608,56.5499,43.1502,1
40.0,48.0,10.0,2200.0,0.0,4.9814,65.855,262.4325,53.0886,186.7631,56.5493,43.1513,1
40.0,48.0,10.0,47.0,0.0,4.9731,65.9021,262.2334,53.0886,186.7516,56.546,43.158,1
40.0,48.0,10.0,470.0,0.0,4.9808,65.8567,262.4248,53.0885,186.7622,56.5496,43.1509,1
40.0,48.0,10.0,4700.0,0.0,4.9815,65.8547,262.4337,53.0886,186.7632,56.5493,43.1514,1
40.0,48.0,10.0,680.0,0.0,4.981,65.856,262.4278,53.0886,186.7625,56.5495,43.151,1
40.0,48.0,15.0,100.0,0.0,4.3941,95.3832,249.1368,59.6808,188.0276,56.819,42.6119,1
40.0,48.0,15.0,1000.0,0.0,4.3987,95.3717,249.2025,59.6821,188.0326,56.8183,42.6135,1
40.0,48.0,15.0,220.0,0.0,4.3963,95.3774,249.1709,59.68,188.0306,56.8189,42.6121,1
40.0,48.0,15.0,2200.0,0.0,4.3991,95.3708,249.2073,59.6824,188.0329,56.8182,42.6137,1
40.0,48.0,15.0,47.0,0.0,4.3897,95.3947,249.0694,59.6822,188.0213,56.8196,42.6107,1
40.0,48.0,15.0,470.0,0.0,4.3979,95.3735,249.1924,59.6814,188.0319,56.8185,42.6131,1
40.0,48.0,15.0,4700.0,0.0,4.3993,95.3704,249.2095,59.6825,188.033,56.8181,42.6138,1
40.0,48.0,15.0,680.0,0.0,4.3984,95.3724,249.1983,59.6818,188.0323,56.8183,42.6133,1
40.0,48.0,20.0,100.0,0.0,4.6022,121.0868,260.3621,53.3371,189.3246,56.5754,43.0991,1
40.0,48.0,20.0,1000.0,0.0,4.6103,121.0445,260.5576,53.3371,189.3296,56.5622,43.1255,1
40.0,48.0,20.0,220.0,0.0,4.6067,121.059,260.4789,53.3371,189.3276,56.5786,43.0928,1
40.0,48.0,20.0,2200.0,0.0,4.6109,121.0415,260.5701,53.3371,189.3299,56.5625,43.1251,1
40.0,48.0,20.0,47.0,0.0,4.5928,121.1441,260.1208,53.3372,189.3183,56.5689,43.1122,1
40.0,48.0,20.0,470.0,0.0,4.6091,121.0506,260.5318,53.3371,189.329,56.5617,43.1266,1
40.0,48.0,20.0,4700.0,0.0,4.6111,121.0402,260.5757,53.3371,189.3301,56.5626,43.1249,1
40.0,48.0,20.0,680.0,0.0,4.6098,121.0471,260.5468,53.3371,189.3294,56.562,43.126,1
40.0,48.0,25.0,100.0,0.0,4.8798,149.6586,259.5348,56.6538,191.193,56.3079,43.6342,1
40.0,48.0,25.0,1000.0,0.0,4.8853,149.6448,259.6041,56.6531,191.1981,56.3062,43.6375,1
40.0,48.0,25.0,220.0,0.0,4.8831,149.6503,259.5768,56.6535,191.1961,56.3069,43.6362,1
40.0,48.0,25.0,2200.0,0.0,4.8856,149.644,259.6083,56.653,191.1984,56.3061,43.6377,1
40.0,48.0,25.0,47.0,0.0,4.8729,149.6758,259.448,56.6544,191.1866,56.3099,43.6301,1
40.0,48.0,25.0,470.0,0.0,4.8846,149.6466,259.5954,56.6532,191.1974,56.3064,43.6371,1
40.0,48.0,25.0,4700.0,0.0,4.8858,149.6436,259.6102,56.653,191.1985,56.3061,43.6378,1
40.0,48.0,25.0,680.0,0.0,4.885,149.6456,259.6005,56.6531,191.1978,56.3063,43.6373,1
40.0,48.0,5.0,100.0,0.0,4.5261,39.696,252.0059,60.8857,189.6335,56.5462,43.1575,1
40.0,48.0,5.0,1000.0,0.0,4.5297,39.6711,252.1294,60.8858,189.6386,56.5501,43.1498,1
40.0,48.0,5.0,220.0,0.0,4.5283,39.6754,252.1084,60.8858,189.6366,56.5502,43.1496,1
40.0,48.0,5.0,2200.0,0.0,4.5299,39.6705,252.1326,60.8858,189.6389,56.5501,43.1498,1
40.0,48.0,5.0,47.0,0.0,4.5216,39.7469,251.7521,60.8856,189.6272,56.5356,43.1789,1
40.0,48.0,5.0,470.0,0.0,4.5292,39.6725,252.1227,60.8858,189.638,56.5501,43.1497,1
40.0,48.0,5.0,4700.0,0.0,4.53,39.6702,252.1341,60.8859,189.6391,56.5501,43.1499,1
40.0,48.0,5.0,680.0,0.0,4.5295,39.6717,252.1266,60.8858,189.6383,56.5501,43.1498,1
40.0,60.0,10.0,100.0,0.0,9.6932,66.9082,274.676,64.8369,205.6121,56.3399,43.5702,1
40.0,60.0,10.0,1000.0,0.0,9.6968,66.9005,274.7205,64.8369,205.6176,56.3389,43.5723,1
40.0,60.0,10.0,220.0,0.0,9.6954,66.9035,274.703,64.8369,205.6154,56.3393,43.5715,1
40.0,60.0,10.0,2200.0,0.0,9.697,66.9,274.7233,64.8369,205.6179,56.3388,43.5724,1
40.0,60.0,10.0,47.0,0.0,9.6886,66.9377,274.5161,64.837,205.6052,56.3358,43.5785,1
40.0,60.0,10.0,470.0,0.0,9.6964,66.9015,274.715,64.8369,205.6169,56.339,43.572,1
40.0,60.0,10.0,4700.0,0.0,9.6971,66.8998,274.7245,64.8368,205.618,56.3388,43.5725,1
40.0,60.0,10.0,680.0,0.0,9.6966,66.9009,274.7182,64.8369,205.6173,56.3389,43.5722,1
40.0,60.0,15.0,100.0,0.0,9.0859,96.2778,259.46,71.7216,206.8688,56.6284,42.9931,1
40.0,60.0,15.0,1000.0,0.0,9.0895,96.271,259.5114,71.7218,206.8743,56.6274,42.9952,1
40.0,60.0,15.0,220.0,0.0,9.0881,96.2737,259.4912,71.7217,206.8721,56.6278,42.9944,1
40.0,60.0,15.0,2200.0,0.0,9.0897,96.2706,259.5145,71.7219,206.8746,56.6273,42.9953,1
40.0,60.0,15.0,47.0,0.0,9.0813,96.2864,259.3956,71.7212,206.8619,56.6297,42.9906,1
40.0,60.0,15.0,470.0,0.0,9.0891,96.2719,259.505,71.7218,206.8736,56.6275,42.9949,1
40.0,60.0,15.0,4700.0,0.0,9.0898,96.2704,259.5159,71.7219,206.8748,56.6273,42.9954,1
40.0,60.0,15.0,680.0,0.0,9.0893,96.2714,259.5087,71.7218,206.874,56.6275,42.9951,1
40.0,60.0,20.0,100.0,0.0,9.3132,121.871,274.2408,65.2897,208.17,56.3554,43.5391,1
40.0,60.0,20.0,1000.0,0.0,9.325,121.8486,274.3725,65.2875,208.1756,56.3511,43.5477,1
40.0,60.0,20.0,220.0,0.0,9.3204,121.8574,274.3206,65.2884,208.1734,56.3528,43.5444,1
40.0,60.0,20.0,2200.0,0.0,9.3258,121.8472,274.3805,65.2874,208.1759,56.3509,43.5483,1
40.0,60.0,20.0,47.0,0.0,9.2914,121.9482,273.5999,65.3515,208.1631,56.3519,43.5463,1
40.0,60.0,20.0,470.0,0.0,9.3236,121.8514,274.356,65.2878,208.1749,56.3517,43.5467,1
40.0,60.0,20.0,4700.0,0.0,9.3261,121.8466,274.384,65.2873,208.1761,56.3508,43.5485,1
40.0,60.0,20.0,680.0,0.0,9.3244,121.8497,274.3656,65.2876,208.1753,56.3514,43.5473,1
40.0,60.0,25.0,100.0,0.0,9.5297,150.7547,270.8817,68.6891,210.065,56.1698,43.9104,1
40.0,60.0,25.0,1000.0,0.0,9.5352,150.7437,270.9578,68.6891,210.0706,56.1683,43.9133,1
40.0,60.0,25.0,220.0,0.0,9.533,150.748,270.9279,68.6891,210.0684,56.1689,43.9122,1
40.0,60.0,25.0,2200.0,0.0,9.5356,150.7431,270.9624,68.6891,210.0709,56.1682,43.9135,1
40.0,60.0,25.0,47.0,0.0,9.5227,150.7684,270.6148,68.6891,210.058,56.1716,43.9067,1
40.0,60.0,25.0,470.0,0.0,9.5345,150.7451,270.9483,68.6891,210.0699,56.1685,43.913,1
40.0,60.0,25.0,4700.0,0.0,9.5357,150.7428,270.9645,68.6891,210.0711,56.1682,43.9136,1
40.0,60.0,25.0,680.0,0.0,9.535,150.7443,270.9538,68.6891,210.0703,56.1684,43.9132,1
40.0,60.0,5.0,100.0,0.0,9.2528,40.5928,262.9036,73.1839,208.4218,56.3129,43.6241,1
40.0,60.0,5.0,1000.0,0.0,9.2565,40.5841,262.9576,73.1841,208.4273,56.3127,43.6247,1
40.0,60.0,5.0,220.0,0.0,9.2551,40.5875,262.9363,73.184,208.4251,56.3128,43.6245,1
40.0,60.0,5.0,2200.0,0.0,9.2567,40.5836,262.9609,73.1841,208.4277,56.3126,43.6247,1
40.0,60.0,5.0,47.0,0.0,9.2482,40.6168,262.7533,73.1838,208.4148,56.3087,43.6326,1
40.0,60.0,5.0,470.0,0.0,9.2561,40.5852,262.9508,73.1841,208.4266,56.3127,43.6246,1
40.0,60.0,5.0,4700.0,0.0,9.2568,40.5834,262.9623,73.1841,208.4278,56.3126,43.6247,1
40.0,60.0,5.0,680.0,0.0,9.2563,40.5846,262.9548,73.1841,208.427,56.3127,43.6246,1
40.0,80.0,10.0,100.0,0.0,15.2836,67.9855,285.1587,78.905,226.3368,56.1297,43.9906,1
40.0,80.0,10.0,1000.0,0.0,15.2874,67.9793,285.2055,78.9051,226.3428,56.1287,43.9926,1
40.0,80.0,10.0,220.0,0.0,15.2859,67.9817,285.1871,78.9051,226.3404,56.1291,43.9918,1
40.0,80.0,10.0,2200.0,0.0,15.2876,67.9789,285.2084,78.9052,226.3432,56.1286,43.9927,1
40.0,80.0,10.0,47.0,0.0,15.2788,67.9933,285.0999,78.905,226.3292,56.131,43.988,1
40.0,80.0,10.0,470.0,0.0,15.2869,67.9801,285.1997,78.9051,226.3421,56.1288,43.9923,1
40.0,80.0,10.0,4700.0,0.0,15.2877,67.9787,285.2097,78.9051,226.3433,56.1286,43.9928,1
40.0,80.0,10.0,680.0,0.0,15.2872,67.9796,285.2031,78.9051,226.3425,56.1288,43.9925,1
40.0,80.0,15.0,100.0,0.0,14.6711,97.1798,267.9182,86.0578,227.6148,56.3876,43.4749,1
